fecha,cod_ine,CCAA,recovered
3/13/2020,18,Ceuta,0
3/14/2020,18,Ceuta,0
3/15/2020,18,Ceuta,0
3/16/2020,18,Ceuta,0
3/17/2020,18,Ceuta,0
3/18/2020,18,Ceuta,0
3/19/2020,18,Ceuta,0
3/20/2020,18,Ceuta,0
3/21/2020,18,Ceuta,0
3/22/2020,18,Ceuta,0
3/23/2020,18,Ceuta,0
3/24/2020,18,Ceuta,0
3/25/2020,18,Ceuta,0
3/26/2020,18,Ceuta,0
3/27/2020,18,Ceuta,0
3/28/2020,18,Ceuta,0
3/29/2020,18,Ceuta,0
3/30/2020,18,Ceuta,0
3/31/2020,18,Ceuta,0
4/1/2020,18,Ceuta,0
4/2/2020,18,Ceuta,0
4/3/2020,18,Ceuta,2
4/4/2020,18,Ceuta,2
4/5/2020,18,Ceuta,2
4/6/2020,18,Ceuta,2
4/7/2020,18,Ceuta,2
4/8/2020,18,Ceuta,7
4/9/2020,18,Ceuta,7
4/10/2020,18,Ceuta,12
4/11/2020,18,Ceuta,17
4/12/2020,18,Ceuta,17
4/13/2020,18,Ceuta,20
4/14/2020,18,Ceuta,22
4/15/2020,18,Ceuta,30
4/16/2020,18,Ceuta,41
4/17/2020,18,Ceuta,44
4/18/2020,18,Ceuta,53
4/19/2020,18,Ceuta,59
4/20/2020,18,Ceuta,74
4/21/2020,18,Ceuta,73
4/22/2020,18,Ceuta,76
4/23/2020,18,Ceuta,76
4/24/2020,18,Ceuta,84
4/25/2020,18,Ceuta,98
4/26/2020,18,Ceuta,104
4/27/2020,18,Ceuta,107
4/28/2020,18,Ceuta,110
4/29/2020,18,Ceuta,114
4/30/2020,18,Ceuta,126
5/1/2020,18,Ceuta,138
5/2/2020,18,Ceuta,140
5/3/2020,18,Ceuta,141
5/4/2020,18,Ceuta,142
5/5/2020,18,Ceuta,145
5/6/2020,18,Ceuta,150
5/7/2020,18,Ceuta,150
5/8/2020,18,Ceuta,154
5/9/2020,18,Ceuta,154
5/10/2020,18,Ceuta,154
5/11/2020,18,Ceuta,154
5/12/2020,18,Ceuta,154
5/13/2020,18,Ceuta,156
5/14/2020,18,Ceuta,159
5/15/2020,18,Ceuta,160
5/16/2020,18,Ceuta,163
5/17/2020,18,Ceuta,163
2/21/2020,10,C. Valenciana,
2/22/2020,10,C. Valenciana,
2/23/2020,10,C. Valenciana,
2/24/2020,10,C. Valenciana,
2/25/2020,10,C. Valenciana,
2/26/2020,10,C. Valenciana,
2/27/2020,10,C. Valenciana,
2/28/2020,10,C. Valenciana,
2/29/2020,10,C. Valenciana,
3/1/2020,10,C. Valenciana,
3/2/2020,10,C. Valenciana,
3/3/2020,10,C. Valenciana,
3/4/2020,10,C. Valenciana,
3/5/2020,10,C. Valenciana,
3/6/2020,10,C. Valenciana,
3/7/2020,10,C. Valenciana,
3/8/2020,10,C. Valenciana,
3/9/2020,10,C. Valenciana,1
3/10/2020,10,C. Valenciana,1
3/11/2020,10,C. Valenciana,1
3/12/2020,10,C. Valenciana,1
3/13/2020,10,C. Valenciana,2
3/14/2020,10,C. Valenciana,2
3/15/2020,10,C. Valenciana,2
3/16/2020,10,C. Valenciana,2
3/17/2020,10,C. Valenciana,12
3/18/2020,10,C. Valenciana,16
3/19/2020,10,C. Valenciana,19
3/20/2020,10,C. Valenciana,20
3/21/2020,10,C. Valenciana,25
3/22/2020,10,C. Valenciana,30
3/23/2020,10,C. Valenciana,36
3/24/2020,10,C. Valenciana,37
3/25/2020,10,C. Valenciana,44
3/26/2020,10,C. Valenciana,57
3/27/2020,10,C. Valenciana,73
3/28/2020,10,C. Valenciana,92
3/29/2020,10,C. Valenciana,161
3/30/2020,10,C. Valenciana,185
3/31/2020,10,C. Valenciana,200
4/1/2020,10,C. Valenciana,240
4/2/2020,10,C. Valenciana,432
4/3/2020,10,C. Valenciana,592
4/4/2020,10,C. Valenciana,695
4/5/2020,10,C. Valenciana,812
4/6/2020,10,C. Valenciana,930
4/7/2020,10,C. Valenciana,1103
4/8/2020,10,C. Valenciana,1344
4/9/2020,10,C. Valenciana,1772
4/10/2020,10,C. Valenciana,2085
4/11/2020,10,C. Valenciana,2289
4/12/2020,10,C. Valenciana,2624
4/13/2020,10,C. Valenciana,2803
4/14/2020,10,C. Valenciana,3069
4/15/2020,10,C. Valenciana,3360
4/16/2020,10,C. Valenciana,3702
4/17/2020,10,C. Valenciana,4024
4/18/2020,10,C. Valenciana,4306
4/19/2020,10,C. Valenciana,4547
4/20/2020,10,C. Valenciana,4629
4/21/2020,10,C. Valenciana,4719
4/22/2020,10,C. Valenciana,5011
4/23/2020,10,C. Valenciana,5388
4/24/2020,10,C. Valenciana,5809
4/25/2020,10,C. Valenciana,6033
4/26/2020,10,C. Valenciana,6243
4/27/2020,10,C. Valenciana,6317
4/28/2020,10,C. Valenciana,6423
4/29/2020,10,C. Valenciana,6599
4/30/2020,10,C. Valenciana,6886
5/1/2020,10,C. Valenciana,7078
5/2/2020,10,C. Valenciana,7287
5/3/2020,10,C. Valenciana,7447
5/4/2020,10,C. Valenciana,7506
5/5/2020,10,C. Valenciana,7655
5/6/2020,10,C. Valenciana,7747
5/7/2020,10,C. Valenciana,8010
5/8/2020,10,C. Valenciana,8181
5/9/2020,10,C. Valenciana,8796
5/10/2020,10,C. Valenciana,8861
5/11/2020,10,C. Valenciana,8945
5/12/2020,10,C. Valenciana,9089
5/13/2020,10,C. Valenciana,9268
5/14/2020,10,C. Valenciana,9490
5/15/2020,10,C. Valenciana,9708
5/16/2020,10,C. Valenciana,9761
5/17/2020,10,C. Valenciana,9907
2/21/2020,11,Extremadura,
2/22/2020,11,Extremadura,
2/23/2020,11,Extremadura,
2/24/2020,11,Extremadura,
2/25/2020,11,Extremadura,
2/26/2020,11,Extremadura,
2/27/2020,11,Extremadura,
2/28/2020,11,Extremadura,
2/29/2020,11,Extremadura,
3/1/2020,11,Extremadura,
3/2/2020,11,Extremadura,
3/3/2020,11,Extremadura,
3/4/2020,11,Extremadura,
3/5/2020,11,Extremadura,
3/6/2020,11,Extremadura,
3/7/2020,11,Extremadura,
3/8/2020,11,Extremadura,
3/9/2020,11,Extremadura,1
3/10/2020,11,Extremadura,1
3/11/2020,11,Extremadura,1
3/12/2020,11,Extremadura,3
3/13/2020,11,Extremadura,3
3/14/2020,11,Extremadura,4
3/15/2020,11,Extremadura,4
3/16/2020,11,Extremadura,4
3/17/2020,11,Extremadura,5
3/18/2020,11,Extremadura,6
3/19/2020,11,Extremadura,6
3/20/2020,11,Extremadura,7
3/21/2020,11,Extremadura,8
3/22/2020,11,Extremadura,8
3/23/2020,11,Extremadura,8
3/24/2020,11,Extremadura,8
3/25/2020,11,Extremadura,8
3/26/2020,11,Extremadura,24
3/27/2020,11,Extremadura,33
3/28/2020,11,Extremadura,49
3/29/2020,11,Extremadura,51
3/30/2020,11,Extremadura,60
3/31/2020,11,Extremadura,91
4/1/2020,11,Extremadura,113
4/2/2020,11,Extremadura,139
4/3/2020,11,Extremadura,164
4/4/2020,11,Extremadura,205
4/5/2020,11,Extremadura,215
4/6/2020,11,Extremadura,223
4/7/2020,11,Extremadura,282
4/8/2020,11,Extremadura,328
4/9/2020,11,Extremadura,381
4/10/2020,11,Extremadura,397
4/11/2020,11,Extremadura,462
4/12/2020,11,Extremadura,481
4/13/2020,11,Extremadura,511
4/14/2020,11,Extremadura,578
4/15/2020,11,Extremadura,615
4/16/2020,11,Extremadura,649
4/17/2020,11,Extremadura,707
4/18/2020,11,Extremadura,736
4/19/2020,11,Extremadura,767
4/20/2020,11,Extremadura,858
4/21/2020,11,Extremadura,921
4/22/2020,11,Extremadura,1051
4/23/2020,11,Extremadura,1237
4/24/2020,11,Extremadura,1358
4/25/2020,11,Extremadura,1510
4/26/2020,11,Extremadura,1582
4/27/2020,11,Extremadura,1652
4/28/2020,11,Extremadura,1733
4/29/2020,11,Extremadura,1797
4/30/2020,11,Extremadura,1887
5/1/2020,11,Extremadura,1960
5/2/2020,11,Extremadura,2017
5/3/2020,11,Extremadura,2072
5/4/2020,11,Extremadura,2090
5/5/2020,11,Extremadura,2146
5/6/2020,11,Extremadura,2189
5/7/2020,11,Extremadura,2265
5/8/2020,11,Extremadura,2312
5/9/2020,11,Extremadura,2354
5/10/2020,11,Extremadura,2369
5/11/2020,11,Extremadura,2409
5/12/2020,11,Extremadura,2422
5/13/2020,11,Extremadura,2456
5/14/2020,11,Extremadura,2482
5/15/2020,11,Extremadura,2587
5/16/2020,11,Extremadura,2609
5/17/2020,11,Extremadura,2636
2/21/2020,12,Galicia,
2/22/2020,12,Galicia,
2/23/2020,12,Galicia,
2/24/2020,12,Galicia,
2/25/2020,12,Galicia,
2/26/2020,12,Galicia,
2/27/2020,12,Galicia,
2/28/2020,12,Galicia,
2/29/2020,12,Galicia,
3/1/2020,12,Galicia,
3/2/2020,12,Galicia,
3/3/2020,12,Galicia,
3/4/2020,12,Galicia,
3/5/2020,12,Galicia,
3/6/2020,12,Galicia,
3/7/2020,12,Galicia,
3/8/2020,12,Galicia,
3/9/2020,12,Galicia,0
3/10/2020,12,Galicia,0
3/11/2020,12,Galicia,0
3/12/2020,12,Galicia,0
3/13/2020,12,Galicia,0
3/14/2020,12,Galicia,3
3/15/2020,12,Galicia,4
3/16/2020,12,Galicia,4
3/17/2020,12,Galicia,4
3/18/2020,12,Galicia,4
3/19/2020,12,Galicia,4
3/20/2020,12,Galicia,5
3/21/2020,12,Galicia,6
3/22/2020,12,Galicia,16
3/23/2020,12,Galicia,19
3/24/2020,12,Galicia,19
3/25/2020,12,Galicia,25
3/26/2020,12,Galicia,47
3/27/2020,12,Galicia,67
3/28/2020,12,Galicia,95
3/29/2020,12,Galicia,153
3/30/2020,12,Galicia,168
3/31/2020,12,Galicia,187
4/1/2020,12,Galicia,259
4/2/2020,12,Galicia,333
4/3/2020,12,Galicia,435
4/4/2020,12,Galicia,531
4/5/2020,12,Galicia,587
4/6/2020,12,Galicia,610
4/7/2020,12,Galicia,688
4/8/2020,12,Galicia,800
4/9/2020,12,Galicia,910
4/10/2020,12,Galicia,997
4/11/2020,12,Galicia,1082
4/12/2020,12,Galicia,1143
4/13/2020,12,Galicia,1186
4/14/2020,12,Galicia,1240
4/15/2020,12,Galicia,1298
4/16/2020,12,Galicia,1383
4/17/2020,12,Galicia,1456
4/18/2020,12,Galicia,1507
4/19/2020,12,Galicia,1536
4/20/2020,12,Galicia,1548
4/21/2020,12,Galicia,1588
4/22/2020,12,Galicia,1625
4/23/2020,12,Galicia,1676
4/24/2020,12,Galicia,1730
4/25/2020,12,Galicia,1783
4/26/2020,12,Galicia,1803
4/27/2020,12,Galicia,1816
4/28/2020,12,Galicia,1841
4/29/2020,12,Galicia,5393
4/30/2020,12,Galicia,5573
5/1/2020,12,Galicia,5816
5/2/2020,12,Galicia,5981
5/3/2020,12,Galicia,6075
5/4/2020,12,Galicia,6234
5/5/2020,12,Galicia,6561
5/6/2020,12,Galicia,6802
5/7/2020,12,Galicia,6959
5/8/2020,12,Galicia,7138
5/9/2020,12,Galicia,7225
5/10/2020,12,Galicia,7347
5/11/2020,12,Galicia,7444
5/12/2020,12,Galicia,7820
5/13/2020,12,Galicia,7996
5/14/2020,12,Galicia,8157
5/15/2020,12,Galicia,8283
5/16/2020,12,Galicia,8820
5/17/2020,12,Galicia,9155
2/21/2020,13,Madrid,
2/22/2020,13,Madrid,
2/23/2020,13,Madrid,
2/24/2020,13,Madrid,
2/25/2020,13,Madrid,
2/26/2020,13,Madrid,
2/27/2020,13,Madrid,
2/28/2020,13,Madrid,
2/29/2020,13,Madrid,
3/1/2020,13,Madrid,
3/2/2020,13,Madrid,
3/3/2020,13,Madrid,
3/4/2020,13,Madrid,
3/5/2020,13,Madrid,
3/6/2020,13,Madrid,
3/7/2020,13,Madrid,
3/8/2020,13,Madrid,
3/9/2020,13,Madrid,
3/10/2020,13,Madrid,109
3/11/2020,13,Madrid,157
3/12/2020,13,Madrid,157
3/13/2020,13,Madrid,157
3/14/2020,13,Madrid,474
3/15/2020,13,Madrid,474
3/16/2020,13,Madrid,474
3/17/2020,13,Madrid,770
3/18/2020,13,Madrid,770
3/19/2020,13,Madrid,941
3/20/2020,13,Madrid,1186
3/21/2020,13,Madrid,1542
3/22/2020,13,Madrid,1899
3/23/2020,13,Madrid,2063
3/24/2020,13,Madrid,2291
3/25/2020,13,Madrid,3031
3/26/2020,13,Madrid,3882
3/27/2020,13,Madrid,5044
3/28/2020,13,Madrid,6326
3/29/2020,13,Madrid,7491
3/30/2020,13,Madrid,8301
3/31/2020,13,Madrid,9330
4/1/2020,13,Madrid,10827
4/2/2020,13,Madrid,12400
4/3/2020,13,Madrid,13850
4/4/2020,13,Madrid,15362
4/5/2020,13,Madrid,16543
4/6/2020,13,Madrid,17322
4/7/2020,13,Madrid,18410
4/8/2020,13,Madrid,19836
4/9/2020,13,Madrid,21121
4/10/2020,13,Madrid,22414
4/11/2020,13,Madrid,23663
4/12/2020,13,Madrid,24683
4/13/2020,13,Madrid,25385
4/14/2020,13,Madrid,26247
4/15/2020,13,Madrid,27433
4/16/2020,13,Madrid,28491
4/17/2020,13,Madrid,29436
4/18/2020,13,Madrid,30475
4/19/2020,13,Madrid,31313
4/20/2020,13,Madrid,31762
4/21/2020,13,Madrid,32277
4/22/2020,13,Madrid,33032
4/23/2020,13,Madrid,33645
4/24/2020,13,Madrid,34212
4/25/2020,13,Madrid,34902
4/26/2020,13,Madrid,35367
4/27/2020,13,Madrid,35565
4/28/2020,13,Madrid,35841
4/29/2020,13,Madrid,36314
4/30/2020,13,Madrid,36707
5/1/2020,13,Madrid,37154
5/2/2020,13,Madrid,37530
5/3/2020,13,Madrid,37704
5/4/2020,13,Madrid,37808
5/5/2020,13,Madrid,38002
5/6/2020,13,Madrid,38331
5/7/2020,13,Madrid,38670
5/8/2020,13,Madrid,38975
5/9/2020,13,Madrid,39227
5/10/2020,13,Madrid,39529
5/11/2020,13,Madrid,39604
5/12/2020,13,Madrid,39751
5/13/2020,13,Madrid,39984
5/14/2020,13,Madrid,40199
5/15/2020,13,Madrid,40383
5/16/2020,13,Madrid,40586
5/17/2020,13,Madrid,40698
2/21/2020,19,Melilla,
2/22/2020,19,Melilla,
2/23/2020,19,Melilla,
2/24/2020,19,Melilla,
2/25/2020,19,Melilla,
2/26/2020,19,Melilla,
2/27/2020,19,Melilla,
2/28/2020,19,Melilla,
2/29/2020,19,Melilla,
3/1/2020,19,Melilla,
3/2/2020,19,Melilla,
3/3/2020,19,Melilla,
3/4/2020,19,Melilla,
3/5/2020,19,Melilla,
3/6/2020,19,Melilla,
3/7/2020,19,Melilla,
3/8/2020,19,Melilla,
3/9/2020,19,Melilla,
3/10/2020,19,Melilla,
3/11/2020,19,Melilla,0
3/12/2020,19,Melilla,0
3/13/2020,19,Melilla,0
3/14/2020,19,Melilla,0
3/15/2020,19,Melilla,0
3/16/2020,19,Melilla,0
3/17/2020,19,Melilla,0
3/18/2020,19,Melilla,0
3/19/2020,19,Melilla,0
3/20/2020,19,Melilla,0
3/21/2020,19,Melilla,0
3/22/2020,19,Melilla,0
3/23/2020,19,Melilla,0
3/24/2020,19,Melilla,0
3/25/2020,19,Melilla,0
3/26/2020,19,Melilla,0
3/27/2020,19,Melilla,0
3/28/2020,19,Melilla,0
3/29/2020,19,Melilla,0
3/30/2020,19,Melilla,0
3/31/2020,19,Melilla,0
4/1/2020,19,Melilla,0
4/2/2020,19,Melilla,0
4/3/2020,19,Melilla,4
4/4/2020,19,Melilla,9
4/5/2020,19,Melilla,11
4/6/2020,19,Melilla,11
4/7/2020,19,Melilla,11
4/8/2020,19,Melilla,12
4/9/2020,19,Melilla,16
4/10/2020,19,Melilla,17
4/11/2020,19,Melilla,18
4/12/2020,19,Melilla,18
4/13/2020,19,Melilla,18
4/14/2020,19,Melilla,18
4/15/2020,19,Melilla,24
4/16/2020,19,Melilla,27
4/17/2020,19,Melilla,30
4/18/2020,19,Melilla,30
4/19/2020,19,Melilla,44
4/20/2020,19,Melilla,46
4/21/2020,19,Melilla,46
4/22/2020,19,Melilla,50
4/23/2020,19,Melilla,55
4/24/2020,19,Melilla,61
4/25/2020,19,Melilla,77
4/26/2020,19,Melilla,81
4/27/2020,19,Melilla,87
4/28/2020,19,Melilla,92
4/29/2020,19,Melilla,95
4/30/2020,19,Melilla,96
5/1/2020,19,Melilla,96
5/2/2020,19,Melilla,96
5/3/2020,19,Melilla,98
5/4/2020,19,Melilla,101
5/5/2020,19,Melilla,101
5/6/2020,19,Melilla,104
5/7/2020,19,Melilla,108
5/8/2020,19,Melilla,108
5/9/2020,19,Melilla,108
5/10/2020,19,Melilla,111
5/11/2020,19,Melilla,113
5/12/2020,19,Melilla,115
5/13/2020,19,Melilla,115
5/14/2020,19,Melilla,119
5/15/2020,19,Melilla,119
5/16/2020,19,Melilla,122
5/17/2020,19,Melilla,124
2/21/2020,14,Murcia,
2/22/2020,14,Murcia,
2/23/2020,14,Murcia,
2/24/2020,14,Murcia,
2/25/2020,14,Murcia,
2/26/2020,14,Murcia,
2/27/2020,14,Murcia,
2/28/2020,14,Murcia,
2/29/2020,14,Murcia,
3/1/2020,14,Murcia,
3/2/2020,14,Murcia,
3/3/2020,14,Murcia,
3/4/2020,14,Murcia,
3/5/2020,14,Murcia,
3/6/2020,14,Murcia,
3/7/2020,14,Murcia,
3/8/2020,14,Murcia,
3/9/2020,14,Murcia,0
3/10/2020,14,Murcia,0
3/11/2020,14,Murcia,0
3/12/2020,14,Murcia,0
3/13/2020,14,Murcia,0
3/14/2020,14,Murcia,0
3/15/2020,14,Murcia,0
3/16/2020,14,Murcia,1
3/17/2020,14,Murcia,1
3/18/2020,14,Murcia,1
3/19/2020,14,Murcia,1
3/20/2020,14,Murcia,1
3/21/2020,14,Murcia,1
3/22/2020,14,Murcia,1
3/23/2020,14,Murcia,1
3/24/2020,14,Murcia,1
3/25/2020,14,Murcia,4
3/26/2020,14,Murcia,9
3/27/2020,14,Murcia,12
3/28/2020,14,Murcia,12
3/29/2020,14,Murcia,16
3/30/2020,14,Murcia,17
3/31/2020,14,Murcia,20
4/1/2020,14,Murcia,43
4/2/2020,14,Murcia,45
4/3/2020,14,Murcia,90
4/4/2020,14,Murcia,113
4/5/2020,14,Murcia,130
4/6/2020,14,Murcia,156
4/7/2020,14,Murcia,193
4/8/2020,14,Murcia,203
4/9/2020,14,Murcia,219
4/10/2020,14,Murcia,255
4/11/2020,14,Murcia,275
4/12/2020,14,Murcia,344
4/13/2020,14,Murcia,353
4/14/2020,14,Murcia,476
4/15/2020,14,Murcia,513
4/16/2020,14,Murcia,516
4/17/2020,14,Murcia,545
4/18/2020,14,Murcia,638
4/19/2020,14,Murcia,652
4/20/2020,14,Murcia,662
4/21/2020,14,Murcia,702
4/22/2020,14,Murcia,761
4/23/2020,14,Murcia,766
4/24/2020,14,Murcia,791
4/25/2020,14,Murcia,842
4/26/2020,14,Murcia,920
4/27/2020,14,Murcia,990
4/28/2020,14,Murcia,1113
4/29/2020,14,Murcia,1153
4/30/2020,14,Murcia,1202
5/1/2020,14,Murcia,1229
5/2/2020,14,Murcia,1251
5/3/2020,14,Murcia,1260
5/4/2020,14,Murcia,1277
5/5/2020,14,Murcia,1381
5/6/2020,14,Murcia,1465
5/7/2020,14,Murcia,1527
5/8/2020,14,Murcia,1662
5/9/2020,14,Murcia,1767
5/10/2020,14,Murcia,1782
5/11/2020,14,Murcia,1786
5/12/2020,14,Murcia,1819
5/13/2020,14,Murcia,1861
5/14/2020,14,Murcia,1998
5/15/2020,14,Murcia,2034
5/16/2020,14,Murcia,2073
5/17/2020,14,Murcia,2084
2/21/2020,15,Navarra,
2/22/2020,15,Navarra,
2/23/2020,15,Navarra,
2/24/2020,15,Navarra,
2/25/2020,15,Navarra,
2/26/2020,15,Navarra,
2/27/2020,15,Navarra,
2/28/2020,15,Navarra,
2/29/2020,15,Navarra,
3/1/2020,15,Navarra,
3/2/2020,15,Navarra,
3/3/2020,15,Navarra,
3/4/2020,15,Navarra,
3/5/2020,15,Navarra,
3/6/2020,15,Navarra,
3/7/2020,15,Navarra,
3/8/2020,15,Navarra,
3/9/2020,15,Navarra,0
3/10/2020,15,Navarra,0
3/11/2020,15,Navarra,0
3/12/2020,15,Navarra,0
3/13/2020,15,Navarra,0
3/14/2020,15,Navarra,0
3/15/2020,15,Navarra,0
3/16/2020,15,Navarra,0
3/17/2020,15,Navarra,0
3/18/2020,15,Navarra,0
3/19/2020,15,Navarra,0
3/20/2020,15,Navarra,1
3/21/2020,15,Navarra,1
3/22/2020,15,Navarra,4
3/23/2020,15,Navarra,7
3/24/2020,15,Navarra,11
3/25/2020,15,Navarra,23
3/26/2020,15,Navarra,35
3/27/2020,15,Navarra,70
3/28/2020,15,Navarra,98
3/29/2020,15,Navarra,125
3/30/2020,15,Navarra,161
3/31/2020,15,Navarra,192
4/1/2020,15,Navarra,236
4/2/2020,15,Navarra,278
4/3/2020,15,Navarra,294
4/4/2020,15,Navarra,311
4/5/2020,15,Navarra,334
4/6/2020,15,Navarra,380
4/7/2020,15,Navarra,421
4/8/2020,15,Navarra,450
4/9/2020,15,Navarra,462
4/10/2020,15,Navarra,560
4/11/2020,15,Navarra,603
4/12/2020,15,Navarra,650
4/13/2020,15,Navarra,695
4/14/2020,15,Navarra,730
4/15/2020,15,Navarra,808
4/16/2020,15,Navarra,845
4/17/2020,15,Navarra,892
4/18/2020,15,Navarra,954
4/19/2020,15,Navarra,992
4/20/2020,15,Navarra,1123
4/21/2020,15,Navarra,1190
4/22/2020,15,Navarra,1316
4/23/2020,15,Navarra,1445
4/24/2020,15,Navarra,1552
4/25/2020,15,Navarra,1737
4/26/2020,15,Navarra,1835
4/27/2020,15,Navarra,1918
4/28/2020,15,Navarra,1978
4/29/2020,15,Navarra,2082
4/30/2020,15,Navarra,2113
5/1/2020,15,Navarra,2185
5/2/2020,15,Navarra,2281
5/3/2020,15,Navarra,2411
5/4/2020,15,Navarra,2494
5/5/2020,15,Navarra,2562
5/6/2020,15,Navarra,2628
5/7/2020,15,Navarra,2732
5/8/2020,15,Navarra,2827
5/9/2020,15,Navarra,2917
5/10/2020,15,Navarra,3014
5/11/2020,15,Navarra,3070
5/12/2020,15,Navarra,3155
5/13/2020,15,Navarra,3297
5/14/2020,15,Navarra,3400
5/15/2020,15,Navarra,3550
5/16/2020,15,Navarra,3658
5/17/2020,15,Navarra,3751
2/21/2020,16,País Vasco,
2/22/2020,16,País Vasco,
2/23/2020,16,País Vasco,
2/24/2020,16,País Vasco,
2/25/2020,16,País Vasco,
2/26/2020,16,País Vasco,
2/27/2020,16,País Vasco,
2/28/2020,16,País Vasco,
2/29/2020,16,País Vasco,
3/1/2020,16,País Vasco,
3/2/2020,16,País Vasco,
3/3/2020,16,País Vasco,
3/4/2020,16,País Vasco,
3/5/2020,16,País Vasco,
3/6/2020,16,País Vasco,
3/7/2020,16,País Vasco,
3/8/2020,16,País Vasco,
3/9/2020,16,País Vasco,2
3/10/2020,16,País Vasco,2
3/11/2020,16,País Vasco,2
3/12/2020,16,País Vasco,2
3/13/2020,16,País Vasco,2
3/14/2020,16,País Vasco,5
3/15/2020,16,País Vasco,5
3/16/2020,16,País Vasco,5
3/17/2020,16,País Vasco,11
3/18/2020,16,País Vasco,14
3/19/2020,16,País Vasco,18
3/20/2020,16,País Vasco,21
3/21/2020,16,País Vasco,165
3/22/2020,16,País Vasco,216
3/23/2020,16,País Vasco,283
3/24/2020,16,País Vasco,344
3/25/2020,16,País Vasco,466
3/26/2020,16,País Vasco,621
3/27/2020,16,País Vasco,814
3/28/2020,16,País Vasco,1023
3/29/2020,16,País Vasco,1503
3/30/2020,16,País Vasco,1646
3/31/2020,16,País Vasco,1796
4/1/2020,16,País Vasco,2165
4/2/2020,16,País Vasco,2490
4/3/2020,16,País Vasco,2809
4/4/2020,16,País Vasco,3098
4/5/2020,16,País Vasco,3405
4/6/2020,16,País Vasco,3568
4/7/2020,16,País Vasco,3728
4/8/2020,16,País Vasco,4151
4/9/2020,16,País Vasco,4514
4/10/2020,16,País Vasco,4680
4/11/2020,16,País Vasco,4741
4/12/2020,16,País Vasco,4867
4/13/2020,16,País Vasco,5026
4/14/2020,16,País Vasco,5193
4/15/2020,16,País Vasco,5428
4/16/2020,16,País Vasco,5813
4/17/2020,16,País Vasco,6144
4/18/2020,16,País Vasco,6556
4/19/2020,16,País Vasco,6972
4/20/2020,16,País Vasco,7124
4/21/2020,16,País Vasco,7277
4/22/2020,16,País Vasco,7651
4/23/2020,16,País Vasco,8136
4/24/2020,16,País Vasco,8459
4/25/2020,16,País Vasco,8941
4/26/2020,16,País Vasco,9602
4/27/2020,16,País Vasco,9840
4/28/2020,16,País Vasco,9974
4/29/2020,16,País Vasco,10474
4/30/2020,16,País Vasco,10936
5/1/2020,16,País Vasco,11380
5/2/2020,16,País Vasco,11805
5/3/2020,16,País Vasco,12024
5/4/2020,16,País Vasco,12155
5/5/2020,16,País Vasco,12251
5/6/2020,16,País Vasco,12749
5/7/2020,16,País Vasco,13070
5/8/2020,16,País Vasco,13540
5/9/2020,16,País Vasco,13985
5/10/2020,16,País Vasco,14646
5/11/2020,16,País Vasco,14718
5/12/2020,16,País Vasco,14913
5/13/2020,16,País Vasco,14986
5/14/2020,16,País Vasco,15256
5/15/2020,16,País Vasco,15256
5/16/2020,16,País Vasco,15678
5/17/2020,16,País Vasco,16028
2/21/2020,17,La Rioja,
2/22/2020,17,La Rioja,
2/23/2020,17,La Rioja,
2/24/2020,17,La Rioja,
2/25/2020,17,La Rioja,
2/26/2020,17,La Rioja,
2/27/2020,17,La Rioja,
2/28/2020,17,La Rioja,
2/29/2020,17,La Rioja,
3/1/2020,17,La Rioja,
3/2/2020,17,La Rioja,
3/3/2020,17,La Rioja,
3/4/2020,17,La Rioja,
3/5/2020,17,La Rioja,
3/6/2020,17,La Rioja,
3/7/2020,17,La Rioja,
3/8/2020,17,La Rioja,
3/9/2020,17,La Rioja,0
3/10/2020,17,La Rioja,0
3/11/2020,17,La Rioja,1
3/12/2020,17,La Rioja,1
3/13/2020,17,La Rioja,1
3/14/2020,17,La Rioja,1
3/15/2020,17,La Rioja,1
3/16/2020,17,La Rioja,2
3/17/2020,17,La Rioja,2
3/18/2020,17,La Rioja,2
3/19/2020,17,La Rioja,2
3/20/2020,17,La Rioja,13
3/21/2020,17,La Rioja,18
3/22/2020,17,La Rioja,18
3/23/2020,17,La Rioja,18
3/24/2020,17,La Rioja,24
3/25/2020,17,La Rioja,43
3/26/2020,17,La Rioja,48
3/27/2020,17,La Rioja,62
3/28/2020,17,La Rioja,364
3/29/2020,17,La Rioja,397
3/30/2020,17,La Rioja,431
3/31/2020,17,La Rioja,496
4/1/2020,17,La Rioja,569
4/2/2020,17,La Rioja,641
4/3/2020,17,La Rioja,745
4/4/2020,17,La Rioja,843
4/5/2020,17,La Rioja,904
4/6/2020,17,La Rioja,964
4/7/2020,17,La Rioja,994
4/8/2020,17,La Rioja,1061
4/9/2020,17,La Rioja,1172
4/10/2020,17,La Rioja,1256
4/11/2020,17,La Rioja,1337
4/12/2020,17,La Rioja,1420
4/13/2020,17,La Rioja,1458
4/14/2020,17,La Rioja,1519
4/15/2020,17,La Rioja,1582
4/16/2020,17,La Rioja,1654
4/17/2020,17,La Rioja,1729
4/18/2020,17,La Rioja,1777
4/19/2020,17,La Rioja,1816
4/20/2020,17,La Rioja,1833
4/21/2020,17,La Rioja,1866
4/22/2020,17,La Rioja,1899
4/23/2020,17,La Rioja,1937
4/24/2020,17,La Rioja,1964
4/25/2020,17,La Rioja,1999
4/26/2020,17,La Rioja,2037
4/27/2020,17,La Rioja,2049
4/28/2020,17,La Rioja,2064
