date,code_number,CCAA,number_of_cases,hospitalized,ICU,recovered
3/17/2020,17,La Rioja,355,82,13,2
3/18/2020,17,La Rioja,419,99,13,2
3/19/2020,17,La Rioja,468,121,15,2
3/20/2020,17,La Rioja,497,122,15,13
3/21/2020,17,La Rioja,564,128,17,18
3/22/2020,17,La Rioja,654,134,17,18
3/23/2020,17,La Rioja,747,166,22,18
3/24/2020,17,La Rioja,802,206,24,24
3/25/2020,17,La Rioja,928,254,33,43
3/26/2020,17,La Rioja,995,316,36,48
3/27/2020,17,La Rioja,1236,388,43,62
3/28/2020,17,La Rioja,1436,458,43,364
3/29/2020,17,La Rioja,1629,497,43,397
3/30/2020,17,La Rioja,1733,517,43,431
3/31/2020,17,La Rioja,1810,575,51,496
4/1/2020,17,La Rioja,1960,619,54,569
4/2/2020,17,La Rioja,2083,660,57,641
4/3/2020,17,La Rioja,2224,738,64,745
4/4/2020,17,La Rioja,2405,805,64,843
4/5/2020,17,La Rioja,2592,855,66,904
4/6/2020,17,La Rioja,2719,888,66,964
4/7/2020,17,La Rioja,2846,918,66,994
4/8/2020,17,La Rioja,2951,955,68,1061
4/9/2020,17,La Rioja,3026,997,69,1172
4/10/2020,17,La Rioja,3076,1047,71,1256
4/11/2020,17,La Rioja,3496,1082,73,1337
4/12/2020,17,La Rioja,3596,1122,73,1420
4/13/2020,17,La Rioja,3675,1141,73,1458
4/14/2020,17,La Rioja,3749,1152,74,1519
4/15/2020,17,La Rioja,3831,1182,75,1582
4/16/2020,17,La Rioja,3916,1207,75,1654
4/17/2020,17,La Rioja,4098,1226,76,1729
4/18/2020,17,La Rioja,4250,1249,78,1777
4/19/2020,17,La Rioja,4330,1268,79,1816
4/20/2020,17,La Rioja,4371,1282,79,1833
4/21/2020,17,La Rioja,4483,1297,81,1866
4/22/2020,17,La Rioja,4586,1318,81,1899
4/23/2020,17,La Rioja,4727,1331,82,1937
4/24/2020,17,La Rioja,4865,1344,82,1964
4/25/2020,17,La Rioja,4946,1360,83,1999
4/26/2020,17,La Rioja,4998,1380,84,2037
4/27/2020,17,La Rioja,5041,1392,85,2049
4/28/2020,17,La Rioja,5097,1400,87,2064
4/29/2020,17,La Rioja,5173,1413,87,2091
4/30/2020,17,La Rioja,5206,1424,88,2159
5/1/2020,17,La Rioja,5226,1433,88,2220
5/2/2020,17,La Rioja,5239,1439,88,2279
5/3/2020,17,La Rioja,5247,1446,88,2297
5/4/2020,17,La Rioja,5258,1449,88,2312
5/5/2020,17,La Rioja,5270,1452,90,2345
5/6/2020,17,La Rioja,5322,1458,91,2396
5/7/2020,17,La Rioja,5330,1463,91,2457
5/8/2020,17,La Rioja,5355,1469,91,2526
5/9/2020,17,La Rioja,5365,1473,91,2581
5/10/2020,17,La Rioja,5378,1474,91,2648
5/11/2020,17,La Rioja,5382,1475,91,2700
5/12/2020,17,La Rioja,5392,1478,91,2749
5/13/2020,17,La Rioja,5397,1481,91,2804
5/14/2020,17,La Rioja,5405,1484,91,2867
5/15/2020,17,La Rioja,5409,1488,91,2927
5/16/2020,17,La Rioja,5413,1490,91,2990
5/17/2020,17,La Rioja,5417,1496,91,3048
