date,code_number,CCAA,number_of_cases,hospitalized
2/26/2020,16,País Vasco,0,
2/27/2020,16,País Vasco,0,
2/28/2020,16,País Vasco,0,
2/29/2020,16,País Vasco,2,
3/1/2020,16,País Vasco,3,
3/2/2020,16,País Vasco,9,
3/3/2020,16,País Vasco,13,
3/4/2020,16,País Vasco,17,
3/5/2020,16,País Vasco,17,
3/6/2020,16,País Vasco,45,
3/7/2020,16,País Vasco,45,
3/8/2020,16,País Vasco,70,
3/9/2020,16,País Vasco,149,
3/10/2020,16,País Vasco,195,
3/11/2020,16,País Vasco,225,102
3/12/2020,16,País Vasco,346,146
3/13/2020,16,País Vasco,417,179
3/14/2020,16,País Vasco,521,179
3/15/2020,16,País Vasco,630,262
3/16/2020,16,País Vasco,630,262
3/17/2020,16,País Vasco,765,309
3/18/2020,16,País Vasco,973,353
3/19/2020,16,País Vasco,1190,455
3/20/2020,16,País Vasco,1465,550
3/21/2020,16,País Vasco,1725,654
3/22/2020,16,País Vasco,2097,988
3/23/2020,16,País Vasco,2421,1252
3/24/2020,16,País Vasco,2728,1425
3/25/2020,16,País Vasco,3271,1577
3/26/2020,16,País Vasco,3946,1907
3/27/2020,16,País Vasco,4601,2270
3/28/2020,16,País Vasco,5136,2612
3/29/2020,16,País Vasco,5740,3106
3/30/2020,16,País Vasco,6057,3427
3/31/2020,16,País Vasco,6320,3594
4/1/2020,16,País Vasco,6838,3806
4/2/2020,16,País Vasco,7317,4087
4/3/2020,16,País Vasco,7827,4283
4/4/2020,16,País Vasco,8187,4522
4/5/2020,16,País Vasco,8628,4666
4/6/2020,16,País Vasco,8810,4794
4/7/2020,16,País Vasco,9021,4856
4/8/2020,16,País Vasco,9452,4982
4/9/2020,16,País Vasco,9806,5130
4/10/2020,16,País Vasco,10103,5290
4/11/2020,16,País Vasco,10515,5402
4/12/2020,16,País Vasco,10772,5547
4/13/2020,16,País Vasco,11018,5622
4/14/2020,16,País Vasco,11226,5679
4/15/2020,16,País Vasco,11475,5750
4/16/2020,16,País Vasco,11790,5863
4/17/2020,16,País Vasco,12089,5939
4/18/2020,16,País Vasco,12355,6030
4/19/2020,16,País Vasco,12569,6086
4/20/2020,16,País Vasco,12628,6109
4/21/2020,16,País Vasco,12810,6141
4/22/2020,16,País Vasco,13044,6201
4/23/2020,16,País Vasco,13436,6260
4/24/2020,16,País Vasco,13780,6315
4/25/2020,16,País Vasco,14132,6375
4/26/2020,16,País Vasco,14315,6426
4/27/2020,16,País Vasco,14412,6457
4/28/2020,16,País Vasco,14804,6482
4/29/2020,16,País Vasco,15138,6522
4/30/2020,16,País Vasco,15519,6561
5/1/2020,16,País Vasco,15969,6607
5/2/2020,16,País Vasco,16119,6659
5/3/2020,16,País Vasco,16197,6692
5/4/2020,16,País Vasco,16246,6719
5/5/2020,16,País Vasco,16426,6736
5/6/2020,16,País Vasco,16679,6781
5/7/2020,16,País Vasco,16959,6797
5/8/2020,16,País Vasco,17286,6818
5/9/2020,16,País Vasco,17553,6865
5/10/2020,16,País Vasco,17677,6902
5/11/2020,16,País Vasco,17709,6922
5/12/2020,16,País Vasco,17840,6929
5/13/2020,16,País Vasco,18095,6955
5/14/2020,16,País Vasco,18100,6994
5/15/2020,16,País Vasco,18138,7009
5/16/2020,16,País Vasco,18607,7011
5/17/2020,16,País Vasco,18733,7015
2/21/2020,17,La Rioja,0,
2/22/2020,17,La Rioja,0,
2/23/2020,17,La Rioja,0,
2/24/2020,17,La Rioja,0,
2/25/2020,17,La Rioja,0,
2/26/2020,17,La Rioja,0,
2/27/2020,17,La Rioja,0,
2/28/2020,17,La Rioja,0,
2/29/2020,17,La Rioja,0,
3/1/2020,17,La Rioja,0,
3/2/2020,17,La Rioja,1,
3/3/2020,17,La Rioja,2,
3/4/2020,17,La Rioja,7,
3/5/2020,17,La Rioja,17,
3/6/2020,17,La Rioja,29,
3/7/2020,17,La Rioja,47,
3/8/2020,17,La Rioja,70,
3/9/2020,17,La Rioja,102,
3/10/2020,17,La Rioja,155,
3/11/2020,17,La Rioja,185,13
3/12/2020,17,La Rioja,220,21
3/13/2020,17,La Rioja,259,27
3/14/2020,17,La Rioja,292,38
3/15/2020,17,La Rioja,300,58
3/16/2020,17,La Rioja,312,64
3/17/2020,17,La Rioja,355,82
3/18/2020,17,La Rioja,419,99
3/19/2020,17,La Rioja,468,121
3/20/2020,17,La Rioja,497,122
3/21/2020,17,La Rioja,564,128
3/22/2020,17,La Rioja,654,134
3/23/2020,17,La Rioja,747,166
3/24/2020,17,La Rioja,802,206
3/25/2020,17,La Rioja,928,254
3/26/2020,17,La Rioja,995,316
3/27/2020,17,La Rioja,1236,388
3/28/2020,17,La Rioja,1436,458
3/29/2020,17,La Rioja,1629,497
3/30/2020,17,La Rioja,1733,517
3/31/2020,17,La Rioja,1810,575
4/1/2020,17,La Rioja,1960,619
4/2/2020,17,La Rioja,2083,660
4/3/2020,17,La Rioja,2224,738
4/4/2020,17,La Rioja,2405,805
4/5/2020,17,La Rioja,2592,855
4/6/2020,17,La Rioja,2719,888
4/7/2020,17,La Rioja,2846,918
4/8/2020,17,La Rioja,2951,955
4/9/2020,17,La Rioja,3026,997
4/10/2020,17,La Rioja,3076,1047
4/11/2020,17,La Rioja,3496,1082
4/12/2020,17,La Rioja,3596,1122
4/13/2020,17,La Rioja,3675,1141
4/14/2020,17,La Rioja,3749,1152
4/15/2020,17,La Rioja,3831,1182
4/16/2020,17,La Rioja,3916,1207
4/17/2020,17,La Rioja,4098,1226
4/18/2020,17,La Rioja,4250,1249
4/19/2020,17,La Rioja,4330,1268
4/20/2020,17,La Rioja,4371,1282
4/21/2020,17,La Rioja,4483,1297
4/22/2020,17,La Rioja,4586,1318
4/23/2020,17,La Rioja,4727,1331
4/24/2020,17,La Rioja,4865,1344
4/25/2020,17,La Rioja,4946,1360
4/26/2020,17,La Rioja,4998,1380
4/27/2020,17,La Rioja,5041,1392
4/28/2020,17,La Rioja,5097,1400
4/29/2020,17,La Rioja,5173,1413
4/30/2020,17,La Rioja,5206,1424
5/1/2020,17,La Rioja,5226,1433
5/2/2020,17,La Rioja,5239,1439
5/3/2020,17,La Rioja,5247,1446
5/4/2020,17,La Rioja,5258,1449
5/5/2020,17,La Rioja,5270,1452
5/6/2020,17,La Rioja,5322,1458
5/7/2020,17,La Rioja,5330,1463
5/8/2020,17,La Rioja,5355,1469
5/9/2020,17,La Rioja,5365,1473
5/10/2020,17,La Rioja,5378,1474
5/11/2020,17,La Rioja,5382,1475
5/12/2020,17,La Rioja,5392,1478
5/13/2020,17,La Rioja,5397,1481
5/14/2020,17,La Rioja,5405,1484
5/15/2020,17,La Rioja,5409,1488
5/16/2020,17,La Rioja,5413,1490
5/17/2020,17,La Rioja,5417,1496
