fecha,cod_ine,CCAA,number_of_cases
5/17/2020,14,Murcia,2566
2/21/2020,15,Navarra,0
2/22/2020,15,Navarra,0
2/23/2020,15,Navarra,0
2/24/2020,15,Navarra,0
2/25/2020,15,Navarra,0
2/26/2020,15,Navarra,0
2/27/2020,15,Navarra,0
2/28/2020,15,Navarra,0
2/29/2020,15,Navarra,0
3/1/2020,15,Navarra,1
3/2/2020,15,Navarra,1
3/3/2020,15,Navarra,1
3/4/2020,15,Navarra,3
3/5/2020,15,Navarra,3
3/6/2020,15,Navarra,3
3/7/2020,15,Navarra,3
3/8/2020,15,Navarra,3
3/9/2020,15,Navarra,3
3/10/2020,15,Navarra,12
3/11/2020,15,Navarra,46
3/12/2020,15,Navarra,73
3/13/2020,15,Navarra,130
3/14/2020,15,Navarra,146
3/15/2020,15,Navarra,183
3/16/2020,15,Navarra,274
3/17/2020,15,Navarra,313
3/18/2020,15,Navarra,386
3/19/2020,15,Navarra,482
3/20/2020,15,Navarra,554
3/21/2020,15,Navarra,664
3/22/2020,15,Navarra,794
3/23/2020,15,Navarra,886
3/24/2020,15,Navarra,1014
3/25/2020,15,Navarra,1197
3/26/2020,15,Navarra,1411
3/27/2020,15,Navarra,1641
3/28/2020,15,Navarra,1829
3/29/2020,15,Navarra,2011
3/30/2020,15,Navarra,2146
3/31/2020,15,Navarra,2305
4/1/2020,15,Navarra,2497
4/2/2020,15,Navarra,2682
4/3/2020,15,Navarra,2836
4/4/2020,15,Navarra,2972
4/5/2020,15,Navarra,3073
4/6/2020,15,Navarra,3231
4/7/2020,15,Navarra,3355
4/8/2020,15,Navarra,3467
4/9/2020,15,Navarra,3575
4/10/2020,15,Navarra,3748
4/11/2020,15,Navarra,3817
4/12/2020,15,Navarra,3969
4/13/2020,15,Navarra,4092
4/14/2020,15,Navarra,4150
4/15/2020,15,Navarra,4246
4/16/2020,15,Navarra,4348
4/17/2020,15,Navarra,4433
4/18/2020,15,Navarra,4579
4/19/2020,15,Navarra,4656
4/20/2020,15,Navarra,4735
4/21/2020,15,Navarra,4831
4/22/2020,15,Navarra,4958
4/23/2020,15,Navarra,5063
4/24/2020,15,Navarra,5180
4/25/2020,15,Navarra,5274
4/26/2020,15,Navarra,5452
4/27/2020,15,Navarra,5486
4/28/2020,15,Navarra,5630
4/29/2020,15,Navarra,5884
4/30/2020,15,Navarra,6140
5/1/2020,15,Navarra,6337
5/2/2020,15,Navarra,6411
5/3/2020,15,Navarra,6427
5/4/2020,15,Navarra,6447
5/5/2020,15,Navarra,6561
5/6/2020,15,Navarra,6770
5/7/2020,15,Navarra,7010
5/8/2020,15,Navarra,7227
5/9/2020,15,Navarra,7442
5/10/2020,15,Navarra,7455
5/11/2020,15,Navarra,7486
5/12/2020,15,Navarra,7637
5/13/2020,15,Navarra,7752
5/14/2020,15,Navarra,7891
5/15/2020,15,Navarra,8082
5/16/2020,15,Navarra,8235
5/17/2020,15,Navarra,8293
2/21/2020,16,País Vasco,0
2/22/2020,16,País Vasco,0
2/23/2020,16,País Vasco,0
2/24/2020,16,País Vasco,0
2/25/2020,16,País Vasco,0
2/26/2020,16,País Vasco,0
2/27/2020,16,País Vasco,0
2/28/2020,16,País Vasco,0
2/29/2020,16,País Vasco,2
3/1/2020,16,País Vasco,3
3/2/2020,16,País Vasco,9
3/3/2020,16,País Vasco,13
3/4/2020,16,País Vasco,17
3/5/2020,16,País Vasco,17
3/6/2020,16,País Vasco,45
3/7/2020,16,País Vasco,45
3/8/2020,16,País Vasco,70
3/9/2020,16,País Vasco,149
3/10/2020,16,País Vasco,195
3/11/2020,16,País Vasco,225
3/12/2020,16,País Vasco,346
3/13/2020,16,País Vasco,417
3/14/2020,16,País Vasco,521
3/15/2020,16,País Vasco,630
3/16/2020,16,País Vasco,630
3/17/2020,16,País Vasco,765
3/18/2020,16,País Vasco,973
3/19/2020,16,País Vasco,1190
3/20/2020,16,País Vasco,1465
3/21/2020,16,País Vasco,1725
3/22/2020,16,País Vasco,2097
3/23/2020,16,País Vasco,2421
3/24/2020,16,País Vasco,2728
3/25/2020,16,País Vasco,3271
3/26/2020,16,País Vasco,3946
3/27/2020,16,País Vasco,4601
3/28/2020,16,País Vasco,5136
3/29/2020,16,País Vasco,5740
3/30/2020,16,País Vasco,6057
3/31/2020,16,País Vasco,6320
4/1/2020,16,País Vasco,6838
4/2/2020,16,País Vasco,7317
4/3/2020,16,País Vasco,7827
4/4/2020,16,País Vasco,8187
4/5/2020,16,País Vasco,8628
4/6/2020,16,País Vasco,8810
4/7/2020,16,País Vasco,9021
4/8/2020,16,País Vasco,9452
4/9/2020,16,País Vasco,9806
4/10/2020,16,País Vasco,10103
4/11/2020,16,País Vasco,10515
4/12/2020,16,País Vasco,10772
4/13/2020,16,País Vasco,11018
4/14/2020,16,País Vasco,11226
4/15/2020,16,País Vasco,11475
4/16/2020,16,País Vasco,11790
4/17/2020,16,País Vasco,12089
4/18/2020,16,País Vasco,12355
4/19/2020,16,País Vasco,12569
4/20/2020,16,País Vasco,12628
4/21/2020,16,País Vasco,12810
4/22/2020,16,País Vasco,13044
4/23/2020,16,País Vasco,13436
4/24/2020,16,País Vasco,13780
4/25/2020,16,País Vasco,14132
4/26/2020,16,País Vasco,14315
4/27/2020,16,País Vasco,14412
4/28/2020,16,País Vasco,14804
4/29/2020,16,País Vasco,15138
4/30/2020,16,País Vasco,15519
5/1/2020,16,País Vasco,15969
5/2/2020,16,País Vasco,16119
5/3/2020,16,País Vasco,16197
5/4/2020,16,País Vasco,16246
5/5/2020,16,País Vasco,16426
5/6/2020,16,País Vasco,16679
5/7/2020,16,País Vasco,16959
5/8/2020,16,País Vasco,17286
5/9/2020,16,País Vasco,17553
5/10/2020,16,País Vasco,17677
5/11/2020,16,País Vasco,17709
5/12/2020,16,País Vasco,17840
5/13/2020,16,País Vasco,18095
5/14/2020,16,País Vasco,18100
5/15/2020,16,País Vasco,18138
5/16/2020,16,País Vasco,18607
5/17/2020,16,País Vasco,18733
2/21/2020,17,La Rioja,0
2/22/2020,17,La Rioja,0
2/23/2020,17,La Rioja,0
2/24/2020,17,La Rioja,0
2/25/2020,17,La Rioja,0
2/26/2020,17,La Rioja,0
2/27/2020,17,La Rioja,0
2/28/2020,17,La Rioja,0
2/29/2020,17,La Rioja,0
3/1/2020,17,La Rioja,0
3/2/2020,17,La Rioja,1
3/3/2020,17,La Rioja,2
3/4/2020,17,La Rioja,7
3/5/2020,17,La Rioja,17
3/6/2020,17,La Rioja,29
3/7/2020,17,La Rioja,47
3/8/2020,17,La Rioja,70
3/9/2020,17,La Rioja,102
3/10/2020,17,La Rioja,155
3/11/2020,17,La Rioja,185
3/12/2020,17,La Rioja,220
3/13/2020,17,La Rioja,259
3/14/2020,17,La Rioja,292
3/15/2020,17,La Rioja,300
3/16/2020,17,La Rioja,312
3/17/2020,17,La Rioja,355
3/18/2020,17,La Rioja,419
3/19/2020,17,La Rioja,468
3/20/2020,17,La Rioja,497
3/21/2020,17,La Rioja,564
3/22/2020,17,La Rioja,654
3/23/2020,17,La Rioja,747
3/24/2020,17,La Rioja,802
3/25/2020,17,La Rioja,928
3/26/2020,17,La Rioja,995
3/27/2020,17,La Rioja,1236
3/28/2020,17,La Rioja,1436
3/29/2020,17,La Rioja,1629
3/30/2020,17,La Rioja,1733
3/31/2020,17,La Rioja,1810
4/1/2020,17,La Rioja,1960
4/2/2020,17,La Rioja,2083
4/3/2020,17,La Rioja,2224
4/4/2020,17,La Rioja,2405
4/5/2020,17,La Rioja,2592
4/6/2020,17,La Rioja,2719
4/7/2020,17,La Rioja,2846
4/8/2020,17,La Rioja,2951
4/9/2020,17,La Rioja,3026
4/10/2020,17,La Rioja,3076
4/11/2020,17,La Rioja,3496
4/12/2020,17,La Rioja,3596
4/13/2020,17,La Rioja,3675
4/14/2020,17,La Rioja,3749
4/15/2020,17,La Rioja,3831
4/16/2020,17,La Rioja,3916
4/17/2020,17,La Rioja,4098
4/18/2020,17,La Rioja,4250
4/19/2020,17,La Rioja,4330
4/20/2020,17,La Rioja,4371
4/21/2020,17,La Rioja,4483
4/22/2020,17,La Rioja,4586
4/23/2020,17,La Rioja,4727
4/24/2020,17,La Rioja,4865
4/25/2020,17,La Rioja,4946
4/26/2020,17,La Rioja,4998
4/27/2020,17,La Rioja,5041
4/28/2020,17,La Rioja,5097
4/29/2020,17,La Rioja,5173
4/30/2020,17,La Rioja,5206
5/1/2020,17,La Rioja,5226
5/2/2020,17,La Rioja,5239
5/3/2020,17,La Rioja,5247
5/4/2020,17,La Rioja,5258
5/5/2020,17,La Rioja,5270
5/6/2020,17,La Rioja,5322
5/7/2020,17,La Rioja,5330
5/8/2020,17,La Rioja,5355
5/9/2020,17,La Rioja,5365
5/10/2020,17,La Rioja,5378
5/11/2020,17,La Rioja,5382
5/12/2020,17,La Rioja,5392
5/13/2020,17,La Rioja,5397
5/14/2020,17,La Rioja,5405
5/15/2020,17,La Rioja,5409
5/16/2020,17,La Rioja,5413
5/17/2020,17,La Rioja,5417
