fecha,cod_ine,CCAA,death
4/19/2020,17,La Rioja,277
4/20/2020,17,La Rioja,285
4/21/2020,17,La Rioja,294
4/22/2020,17,La Rioja,298
4/23/2020,17,La Rioja,303
4/24/2020,17,La Rioja,307
4/25/2020,17,La Rioja,311
4/26/2020,17,La Rioja,315
4/27/2020,17,La Rioja,320
4/28/2020,17,La Rioja,326
4/29/2020,17,La Rioja,330
4/30/2020,17,La Rioja,332
5/1/2020,17,La Rioja,333
5/2/2020,17,La Rioja,334
5/3/2020,17,La Rioja,335
5/4/2020,17,La Rioja,335
5/5/2020,17,La Rioja,336
5/6/2020,17,La Rioja,337
5/7/2020,17,La Rioja,338
5/8/2020,17,La Rioja,342
5/9/2020,17,La Rioja,344
5/10/2020,17,La Rioja,346
5/11/2020,17,La Rioja,346
5/12/2020,17,La Rioja,347
5/13/2020,17,La Rioja,348
5/14/2020,17,La Rioja,348
5/15/2020,17,La Rioja,348
5/16/2020,17,La Rioja,348
5/17/2020,17,La Rioja,349
